Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 5.690E+00, 9.439E+01, 3.389E+01, 4.663E+01, 1.524E+01, 1.935E+01, 6.501E+00, 0.000E+00, 3.091E+01, 7.079E+00, 8.285E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.598E+02
