Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 3.817E+00, 3.096E+01, 1.044E+01, 5.464E+01, 5.469E+01, 1.704E+01, 5.529E+00, 0.000E+00, 2.087E+01, 0.000E+00, 1.119E-01, 0.000E+00, 4.024E-01, 0.000E+00, 1.985E+02
