Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 7.221E+00, 1.139E+02, 4.327E+01, 6.233E+01, 2.892E+01, 2.515E+01, 8.218E+00, 0.000E+00, 3.911E+01, 2.354E+01, 7.693E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.518E+02
